human_time,timestamp,x,y,vx,yaw
2026-02-18 21:21:11.182,1771417271.182122,-39.015567329739625,-11.004557575038987,2.6584439042197556,-2.609591588539589
2026-02-18 21:21:11.192,1771417271.19231,-39.038858553717155,-11.0182389566179,2.6584439042197556,-2.610485656004127
2026-02-18 21:21:11.202,1771417271.202223,-39.06147067683105,-11.031494643965292,2.6584439042197556,-2.611366847723062
2026-02-18 21:21:11.212,1771417271.212368,-39.084754294861,-11.04511756446158,2.6584439042197556,-2.6122114637201967
2026-02-18 21:21:11.222,1771417271.222306,-39.107530242874354,-11.058410778266728,2.6584439042197556,-2.6132809285837766
2026-02-18 21:21:11.232,1771417271.232514,-39.13039033949798,-11.071733325442827,2.6584439042197556,-2.6139265806366057
2026-02-18 21:21:11.242,1771417271.242442,-39.15328981891575,-11.085044909109705,2.6584439042197556,-2.615032850832357
2026-02-18 21:21:11.252,1771417271.252454,-39.17644705760659,-11.098486905408391,2.6584439042197556,-2.615660019878386
2026-02-18 21:21:11.262,1771417271.26246,-39.199366909570905,-11.111757057252929,2.6584439042197556,-2.6167719211223197
2026-02-18 21:21:11.272,1771417271.272501,-39.22259704597169,-11.125187015805192,2.6584439042197556,-2.61741186506066
2026-02-18 21:21:11.282,1771417271.282497,-39.245594892532495,-11.138453948310497,2.6584439042197556,-2.6183487794698332
2026-02-18 21:21:11.292,1771417271.292509,-39.268762605206035,-11.151792978673761,2.6584439042197556,-2.619187786485467
2026-02-18 21:21:11.303,1771417271.303221,-39.291622636935614,-11.164927079829173,2.6584439042197556,-2.6201009043808132
2026-02-18 21:21:11.313,1771417271.313505,-39.31472303669098,-11.178173344301076,2.6584439042197556,-2.62094551340926
2026-02-18 21:21:11.322,1771417271.322606,-39.338080888801976,-11.191534049093544,2.6774396698728564,-2.6220154443775545
